Airplane ID,Drag Coefficient,Lift Coefficient
124062ccaeae95085e9e2656aff7dd5b,4.771631e-01,4.532756e-01
124a579e0635b8eace19d55bc5e6a406,2.105922e-01,3.567344e-05
125417c3fa9bc1b130f57e42c77d3894,5.769572e-01,1.957943e+00
1272dd98c66f13579a6e43b878d5b335,7.674319e-01,-1.136019e+00
1280f994ba1f92d28699933784576e73,3.491715e-01,5.693347e-02
1284eb71b82f6794207f77cc6c79e3d5,0.000000e+00,0.000000e+00
1286826ff37699a1a0d713eb26379316,1.591710e+00,-1.761639e-01
12877bdca58ccbea402991f646f01d6c,2.134303e-01,-3.733839e-01
12991e9529a2b2bf9ac9930d2147598f,2.038795e+00,-4.116460e-02
12a1ac26d29ed1083554ccf8c30febe7,5.984956e-01,1.470887e-01
12b25b8de7aa37a0bd46d022fd7d80aa,6.595234e-01,8.977068e-01
12c66a0490b223be595dc3191c718398,3.140269e-01,-1.930275e-01
12c82319147385e7ef0e1705c5c9e361,2.931966e-01,-8.850705e-02
12d15ac778df6e4562b600da24e0965,5.454845e-01,3.480478e-01
12e127c0416f94ca4c3a35cee92bb95b,5.929429e-01,-2.476849e-02
12e6e5f07b3aad3c5b9f44d7cd72a051,5.503747e-01,4.376526e-01
12f3fb99c95c6a7357891d676f728bc0,1.229357e+00,6.491381e-02
12f4778ebba781236b7bd17e458d0dcb,3.097391e-01,-1.218251e-01
130422d62194cf026c8067e570d6af71,4.543753e-01,-1.263428e-01
1304ef60fe9793f685e0a2007a11e92f,3.661923e-01,4.836333e-01
130934b3dd2fddfaaf4f36f817f09501,5.932685e-01,6.829640e-01
130d3f27fb083eebc0909d98a1ff2b4,0.000000e+00,0.000000e+00
131db4a650873babad3ab188d086d4db,2.893968e-01,-3.348066e-01
132111c575000a3c146e44cc99f07c52,3.504260e-01,4.496924e-01
1322a9cabb1517219a6e43b878d5b335,5.168318e-01,4.387985e-01
132fc603f8f69b08e816c75152573ee0,2.785130e-01,3.691850e-01
13370c42b8ea45cf5e8172e6d9ae84ff,7.794334e-01,-5.883479e-01
133937bd45f953748be6919d4632fec1,6.440687e-01,6.032781e-01
133b74393a3349aa70c4138179d9ed97,4.535778e-01,-1.097081e-01
1345cd9d0da6d149c6f6da58b133bae0,6.006077e-01,9.905988e-01
1354e0acd354a3ddb6670e1d7042072b,5.136447e-01,1.166766e+00
1367266dc0a07c925d4533028830a79b,1.223820e+00,-8.617857e-01
136c2b868c5326dbba5db366aa3ac475,6.491375e-01,-4.031084e-01
137acaae47b50659348e240586a3f6f8,4.664538e-01,4.138353e-01
1385305478499e6c1e06124bec25a766,5.213367e-01,4.651620e-01
1397f5bfd89673b21fc43d5b32fa230f,5.550696e-01,9.823007e-02
13daaef458d6bb11e1873a3963e0d14,3.876818e-01,4.171420e-01
13ea0a2ac279dbaa5e9e2656aff7dd5b,5.075206e-01,3.564728e-01
13f9eb29d699488a99eab31c7df6f5c3,1.169607e+00,4.988935e-01
14161a05a21cbd6f62b600da24e0965,5.144075e-02,5.009124e-02
14282db0ca4238429a6e43b878d5b335,5.400002e-01,6.327142e-01
142acab4424009a123fc69eefd95e6d3,6.712921e-01,-1.651330e-01
143326cbe409ca9f62048be44e1fa435,2.894720e-01,-1.758156e-01
1435b52348569ce1bd46d022fd7d80aa,5.087656e-01,7.995681e-01
144070f63941362bd1810447902e2904,7.594345e-01,1.624977e-01
14453b29e139d81f6d07c55cf995503e,5.761912e-01,-3.623683e-01
144649df5a5f9c8b5e4cd38353d7ef05,6.048949e-01,4.053470e-01
146533404a778665c93b40751084c22,5.342983e-01,4.903530e-01
14762404f34eb050bf7a28999a707afd,1.646345e+00,2.057979e-01
1482d7a9e529dde7340461a254c1a95,3.117827e-01,1.433330e-02
1490a4ae04d453784f856435f28995af,4.000733e-01,4.657643e-01
1492ab4cf7a345e34b6f686803e61ffd,1.750730e+00,3.486554e-01
1496504f42de2eef8b96ae1a0a8b84ec,3.084568e-01,2.724781e-01
149702d4e275568c18b14db3b83de9ff,6.016618e-01,-2.201674e+00
14bf5197d60d733f2a3ecc4a9713cabb,0.000000e+00,0.000000e+00
14c954d5d3c8e954b6b87e72ead132ed,4.489384e-01,5.140166e-01
14cd2f1de7f68bf3ab550998f901c8e1,3.429681e-01,-1.549464e-01
14d6bbabad3ad00dbbf3143b1cb6076a,4.577116e-01,3.158263e-02
14d9c576d06622198f52dc705c3109b9,3.049178e-01,3.461895e-01
14ec1da5f5499d83bc0909d98a1ff2b4,4.116572e-01,2.070282e-02
150cdc45dabde04f7f29c61065b4dc5a,6.142063e-01,1.784597e+00
150fd58e55111034761c6d3861a25da2,7.861817e-01,-5.527008e-01
151550551758af098b96ae1a0a8b84ec,2.548411e-01,-1.422937e-01
152d35bcceab5592eb1a0518c224975f,6.502866e-01,8.109952e-02
1530400ceabc1d7145ec485f7da1d9e3,5.334057e-01,4.209424e-01
154146362c18b3c447fdda991f503a6b,4.076749e-01,1.198565e-02
15442b53631b7e88232438a710acf1da,6.538598e-01,6.927747e-01
1560968d05cd8887cc14f1e6f4f4f49b,5.138028e-01,-2.769335e-02
157936971ef9b6bb858b20d410ebdb99,5.296411e-01,3.556888e-01
157a81baeb10914566cf1b4a8fc3914e,0.000000e+00,0.000000e+00
157bb84c08754307dff9b4d1071b12d7,5.467864e-01,1.125951e+00
1580c09f49bb438a7209009cfb89d4bd,4.354844e-01,9.720422e-02
15898fef6fec88c53ada73811bb576de,6.859701e-01,3.142081e-01
1597cbeb8266af206aa3bf023a2b42a5,4.087400e-01,1.106194e-01
15ce56898a636466afc526de59117398,1.224764e+00,-1.133554e-01
1605bdb8709be6773c4d876662ed7ef0,1.906454e+00,-4.178920e+00
16079ddc92f4c9efd677715e63c14038,6.264019e-01,7.099270e-01
1628b65a9f3cd7c05e9e2656aff7dd5b,3.593072e-01,5.557560e-01
162ed8d0d989f3acc1ccec171a275967,9.969855e-01,1.009638e+00
1659db64bbf46bcdc1955ee4b5680e91,6.065331e-01,1.667048e-01
165c4491d10067b3bd46d022fd7d80aa,3.331725e-01,3.943945e-01
1667ab313638fb366cf1b4a8fc3914e,3.258144e-01,-1.382372e-01
16689e54c884aa01639c7058eaf33ae,7.587257e-01,-1.419253e-01
166c9abfb0f5256bbf46baa68c6e37d4,0.000000e+00,0.000000e+00
166d333d38897d1513d521050081b441,8.217121e-01,-1.170693e+00
16715d886ecf0a97ce2cec85ea6ae00d,1.182352e+00,-1.192417e+00
167250e2014c72dbb87697d3904b168b,5.592387e-01,5.870784e-01
167740d2a5f5cb6c7f4561609781d8c9,8.014701e-01,-2.998493e-01
1678946724380812de689e373096b0e3,2.370377e-01,-6.170422e-03
167a44b60adc37319ba010ddb4974fe,3.314312e-01,1.116078e-01
16868a30ebe634053dc22b596edc161e,0.000000e+00,0.000000e+00
16b2f62791bd9f003554ccf8c30febe7,5.378466e-01,2.391010e-01
16d40e779903e77863b132896d8bc65d,7.809722e-01,7.293240e-01
16ef481509c64f845dcf422dd1ee66d9,8.762206e-01,7.462077e-01
16f67f87f414a5df26360e1e29a956c7,5.199812e-01,1.105917e+00
16f81f41ba16edebca8607f540cc62ba,4.116204e-01,2.925584e-01
171f4e9ffda674f44f4fd7b0550f5bef,5.534691e-01,4.423615e-01
172764bea108bbcceae5a783c313eb36,3.626275e-01,1.503843e-01
172ac13acd9aa91f3df325aac2f73830,4.894204e-01,1.231422e+00
172e23ab5b4d189566cf1b4a8fc3914e,0.000000e+00,0.000000e+00
177ea8d43905b1646ee4da51ee0005c9,2.711571e-01,-1.469545e-01
177fadcfa6b4a8346aa3bf023a2b42a5,3.520622e-01,2.508712e-01
17874281e56ff0fbfca1f1143bb6bc17,4.816458e-01,1.662928e-02
17ac3afd54143b797172a40a4ca640fe,5.205386e-01,-4.711285e-01
17ad3ab1b1d12a7db26dc8ec64d633df,3.741028e-01,1.316345e-01
17bc7631cbdaaa0c932e2c9d273ab571,3.418978e-01,-5.579974e-01
17c2d3e052dfe73f9cc1fc25372199f,8.123169e-01,-5.143615e-01
17c86b46990b54b65578b8865797aa0,2.284011e+00,-1.216100e-01
17e66cd463ff0de126360e1e29a956c7,4.353878e-01,6.898598e-01
1807d521bc2164cd8c4f5e741c2f9cdb,5.106536e-01,8.754693e-01
1818597d398db8f7f1f82f6fc8747b8,6.754068e-01,7.305941e-01
1825c91c5f2da4bab12962b43f188cbb,4.380812e-01,5.244417e-01
1850f4acdfb738bd7456183f198fd1e9,2.871463e-01,-7.948504e-02
1856da25a85402ce63e266a803d9270,5.450709e-01,4.897716e-01
18666bda4244d22ca7aff2c3136e8e59,6.022183e-01,1.842975e-01
186ca7892ed6de2adb22b838c125a50b,5.234687e-01,-2.817465e-02
18806a80387734b754c7b6e11bf7148d,1.177230e+00,-5.955824e-02
1887d7e3ec69fe06a5cac89017eae8d1,4.199568e-01,7.346972e-01
1890f6391df25286394b1e418d5c594,6.816065e-01,-3.114264e-01
1896f1f8724aff33b7ea0a7ab024f81e,2.776854e-01,-1.964439e-01
189f045faacc1b5f9a8993cdad554625,4.406400e-01,-3.517721e-01
18cd9dc7631ef3064c41882468413db8,1.734483e+00,5.686810e-02
18d0da47a238945abc0909d98a1ff2b4,4.558535e-01,6.326793e-01
18d123aaef6b911954eefcdc602d4520,4.353630e-01,2.147574e-02
18d55087d052ecc86b7bd17e458d0dcb,3.806320e-01,-5.279645e-01
18d994c4f8362cfaee9d01b4b18e1b2f,4.378380e-01,7.423709e-01
18e6f319062ccb49ca8607f540cc62ba,0.000000e+00,0.000000e+00
18e86ba0172154f3bc0909d98a1ff2b4,6.019264e-01,7.936125e-01
18f5265d553d72fb6b7bd17e458d0dcb,4.187997e-01,-2.211873e-01
1914552110aa5a61c1006ed55bc1a3fc,0.000000e+00,0.000000e+00
1930a979c7a9a2d662b600da24e0965,5.869879e-01,3.671489e-02
194098fb0aefc4a0666bd6da67d3abc2,9.797711e-01,4.310893e-01
1943ee06ecb139819330265a9fff38de,1.343129e-01,3.229733e-01
1954754c791e4571873ec74c119307b9,5.181713e-01,4.122961e-02
195ca2eabbf7c735a8d66821ccb813fe,2.629866e-01,-1.348239e-01
19604020a86ab1790b1d6deb98feec6,0.000000e+00,0.000000e+00
196d35794f869816db6f03b6829a5891,2.041812e-01,6.633169e-01
1974f6955c36c2aece2cec85ea6ae00d,8.761479e-01,4.231420e-02
1998ee1bf3806b05818b286e41cc1a3f,2.301803e+00,-7.109366e-01
19a624cf1037fc75cda1835f53ae7d53,5.692615e-01,7.551569e-01
19b219dbd2e4467828d4f2ffc8f17f3a,3.880628e-01,-3.523579e-01
19b6112991fb8e33f3f2af1b43965204,4.712277e-01,-6.359279e-01
19e2864af4f6de438050e8e370967931,3.102494e-01,-2.317580e-01
19e531e6d0bd5ddd67c54439d6177032,4.809971e-01,1.877101e-01
19e6717acfa7d2bdca8607f540cc62ba,3.778100e-01,1.417422e-01
19f211f1dec98bbb82ea21d84574e1ef,4.456347e-01,7.555889e-01
19fc1b9ff4b6456f1232236eecec447b,3.402810e-01,-5.639302e-01
19ff8fce1658f864ca8607f540cc62ba,5.043881e-01,3.054387e-01
1a04e3eab45ca15dd86060f189eb133,2.785686e+00,1.044756e+00
1a29042e20ab6f005e9e2656aff7dd5b,5.158455e-01,1.047342e-01
1a32f10b20170883663e90eaf6b4ca52,4.409105e-01,-9.343410e-02
1a54a2319e87bd4071d03b466c72ce41,6.191807e-01,4.265420e-01
1a6ad7a24bb89733f412783097373bdc,6.625949e-01,8.534256e-01
1a74b169a76e651ebc0909d98a1ff2b4,7.802649e-01,5.418307e-01
1a888c2c86248bbcf2b0736dd4d8afe0,0.000000e+00,0.000000e+00
1a963a929d9b1332290d63dca780cfb6,3.398600e-01,-1.873405e-01
1a9b552befd6306cc8f2d5fe7449af61,1.407373e+00,8.657792e-02
1abe9524d3d38a54f49a51dc77a0dd59,4.885746e-01,1.037481e+00
1ac29674746a0fc6b87697d3904b168b,0.000000e+00,0.000000e+00
1adb40469ec3636c3d64e724106730cf,8.270678e-01,4.462646e-01
1af4b32eafffb0f7ee60c37cbf99c1c,1.919060e-01,1.346185e-01
1b0b1d2cb9f9d5c0575bd26acccafabd,1.001622e+00,3.705688e-01
1b171503b1d0a074bc0909d98a1ff2b4,3.931883e-01,7.317446e-01
1b300fd9ad4050e6301fa0a0663ee996,6.694649e-01,6.950883e-01
1b3c6b2fbcf834cf62b600da24e0965,4.417284e-01,7.864606e-01
1b626fd06226b600adcbeb54f3d014e9,0.000000e+00,0.000000e+00
1b7ac690067010e26b7bd17e458d0dcb,4.506744e-01,3.088294e-01
1b90541c9d95d65d2b48e2e94b50fd01,1.040273e+00,-2.785624e-01
1ba18539803c12aae75e6a02e772bcee,3.700203e-01,4.468589e-01
1bba3fb413b93890947bbeb9022263b8,5.568360e-01,4.087074e-01
1bcbb0267f5f1d53c6c0edf9d2d89150,4.056511e-01,-2.022731e-01
1bdeb4aaa0aaea4b4f95630cc18536e0,2.921585e-01,1.221122e-01
1bea1445065705eb37abdc1aa610476c,7.615444e-01,2.827259e+00
1beb0776148870d4c511571426f8b16d,4.622720e-01,5.238153e-01
1c16739bbf3fa7c44276157eea5f8676,3.543894e-01,1.491773e+00
1c26ecb4cd01759dc1006ed55bc1a3fc,0.000000e+00,0.000000e+00
1c27d282735f81211063b9885ddcbb1,5.709046e-01,6.044540e-01
1c2e9dedbcf511e616a077c4c0fc1181,0.000000e+00,0.000000e+00
1c4b8662938adf41da2b0f839aba40f9,7.620221e-01,6.320804e-01
1c673748703c99207f1f82f6fc8747b8,4.894476e-01,4.359290e-01
1c798f3e8bcaaed6f34c3a85e57ba71c,9.744657e-01,4.513125e-01
1c87b854cceb778615aa5b227c027ee0,6.283157e-01,1.677393e+00
1c93b0eb9c313f5d9a6e43b878d5b335,3.266021e-01,2.218162e-01
1caa02b831cccff090baeef8ba5b93e5,4.174908e-01,5.031737e-01
1cb757280b862ae52c7575c9089791ff,1.531564e+00,9.318628e+00
1cc3ebbadfe69e8011f5789deac2dcac,3.062889e-01,-2.609294e-01
1ce5b9a79420e946bff7790df3158906,2.167629e+00,1.571334e+00
1cfada8b8ad2428fcabcecce1c335df1,1.018185e+00,-5.528881e-01
1d09583e9236b8d149d860a48be37092,5.137836e-01,1.045520e+00
1d0c128592385580e2129f6359ec27e3,1.089628e+00,1.313718e-01
1d1244abfefc781f35fc197bbabcd5bd,4.211683e-01,3.866876e-01
1d269dbde96f067966cf1b4a8fc3914e,0.000000e+00,0.000000e+00
1d396e76ecfd973575ffe5b08493cffc,1.142042e+00,3.285658e-01
1d4f988b009edadf54a2210c7b2aa25,1.382692e+00,-4.591753e-01
1d4fbbf681ba892ddeddb5c33cb2f8f3,8.887503e-01,6.177834e-01
1d4ff34cdf90d6f9aa2d78d1b8d0b45c,6.676041e-01,4.930439e-02
1d5708929a4ae05842d1180c659735fe,4.890763e-01,-8.628922e-01
1d5beedb73951ef68649ad8da70da1e,6.393139e-01,8.226427e-01
1d63eb2b1f78aa88acf77e718d93f3e1,5.838290e-01,7.063651e-01
1d663e36e305fa8e2178120752ee7a07,3.097450e-01,8.041067e-02
1d68bc47a558ec9b266eb575093ccace,5.534826e-01,-3.879895e-01
1d6afc44b053ab07941d71475449eb25,1.783897e+00,2.066124e-01
1d7eb22189100710ca8607f540cc62ba,4.323185e-01,7.365607e-01
1d96d1c7cfb1085e61f1ef59130c405d,3.714186e-01,9.389830e-01
1db7bca33ba446aba5cac89017eae8d1,3.720949e-01,3.578391e-01
1dbcb49dfbfd0844a480511cbe2c4655,2.737179e-01,3.312744e-02
1de008320c90274d366b1ebd023111a8,3.577106e-01,-1.086388e-01
1de58c7eec71b438bbb26c14135f164e,3.461444e-01,7.321532e-01
1deb997079e0b3cd6c1cd53dbc9f7b8e,3.575734e-01,5.989324e-02
1df217928b39b927a8cba409c4409ba9,5.264048e-01,1.037220e-01
1e0a24e1135e75a831518807a840c4f4,7.435032e-01,-4.191139e-01
1e155559446469112e690fa6dfd5d610,7.562572e-01,9.274715e-02
1e2de00cf19a0a33554ccf8c30febe7,4.898606e-01,8.773921e-01
1e358e70c047687a1a8831797284b67,6.687545e-01,5.185136e-01
1e40d41905a9be766ed8c57a1980bb26,6.680688e-01,5.489309e-02
1e44b99c8de5eb01ebc54ed98d6399b2,4.083723e-01,-1.029128e-01
1e4bb798f236f0b17f1f82f6fc8747b8,4.680166e-01,5.424934e-01
1e4fb40e5908f2bddf2f34e1100f0241,5.283584e-01,6.035146e-02
1e6a71e0cb436a88a3a1394d6e3d2c63,7.687305e-01,-9.413553e-02
1e7dbf0057e067586e88b250ea6544d0,4.230756e-01,6.903565e-01
1e827425b289432e8b96ae1a0a8b84ec,5.956746e-01,3.511981e-01
1e8adc1e176bc68571d03b466c72ce41,4.187116e-01,7.726033e-01
1e8c56bac4e66672e85e222f6559b47,6.108073e-01,3.115606e-01
1e9acb74ad09ba97192ddbe75f0b85fe,3.363789e-01,6.092086e-01
1e9ef313876bfba7d02c6d35cc802839,5.812228e-01,-2.632471e-01
1ea7a36e4f353416fe1f6e05091d5d9,4.120017e-01,4.893718e-01
1ea8a685cdc71effb8494b55ada518dc,6.639103e-01,-8.321858e-01
1eb1d7d471f3c4c0634efb708169415,4.949427e-01,7.187788e-01
1eb3af39d93c8bf2ddea2f4a0e0f0d2e,1.024005e+00,8.711507e-01
1ed9876ed48c145d663e90eaf6b4ca52,4.758505e-01,3.521397e-01
1f08b579e153b2de313f9af5275b7c70,9.283238e-02,1.209516e-01
1f3fd9b2ce99e4ed164ee3a88aef3755,3.852868e-01,2.080737e+00
1f47381312c9bebc9bff604afc480b65,5.493878e-01,5.842425e-01
1f5537f4747ec847622c69c3abc6f80,6.224750e-01,-3.292559e-01
1f672d2fd5e3f4e78026abe712c1ab05,4.116410e-01,7.832946e-03
1f7a516fdf80dcdc1006ed55bc1a3fc,0.000000e+00,0.000000e+00
1f7dbc112b7375dae0cfe7507a46f0c,4.449733e-01,2.748491e-01
1f86a689ea6c35f0d9da70c3ab6dcf3b,8.640986e-01,6.748314e-01
1f96a33a3a461544ca8607f540cc62ba,0.000000e+00,0.000000e+00
1f9b49f320eeb2f5d0226d12d397045,0.000000e+00,0.000000e+00
1fc2625479e798b11944f01d3ab2091b,5.993957e-01,-2.140139e-01
1fccf0064e0aebfeb179f2ac46747670,8.525278e-01,4.898642e-01
20150c9c3038d08419bf31399c6e39e0,1.790172e+00,-4.036699e-01
2018b7614e77d726c1ccec171a275967,2.820633e-01,3.376018e-01
201e40e86acd7d34f4c1adce71073351,5.045815e-01,1.343812e+00
2026699e25ba56c5fd6b49391fda17,5.395314e-01,-1.524015e+00
204f4e737fa14aef33ba31f6ad43c835,5.206691e-01,-2.071771e-01
2066f1830765183544bb6b89d63deb6f,7.501363e-01,9.182880e-01
206a4bec609b727566cf1b4a8fc3914e,3.257115e-01,-3.042453e-01
208114e3aafd381ef27c5ff0af8b0e80,0.000000e+00,0.000000e+00
20865546e07ab8067c597cd12d99981b,1.713770e+00,-2.762158e+00
2087ba820bd70001243402995adcdc4f,1.493691e+00,-6.641837e-02
209bb7656231011d7965bced3a0d8967,4.220806e-01,-2.210909e-01
209e9845a482333c77c06b43df2749d,4.549237e-01,1.580105e-01
20aec82ef5f61b0bbd46d022fd7d80aa,3.599266e-01,2.178618e-02
20b6bc7d69902db4d3ccdbb72feef61f,5.739205e-01,-6.427223e-01
20b91c5ceb005cc44947b319a9e09fd,4.318915e-01,-3.240926e-01
20bf5bba045e5a53fdd77aff53f4b7ba,5.417269e-01,3.266161e-01
20d97069df784e19a80799ffaf21ea7d,5.627190e-01,6.488899e-01
20dbfa169424bb8ed7b90ecb4a11cd32,1.691064e+00,9.350403e-01
20f2a121d9dbbf9e98494085d68ad6a0,5.105453e-01,3.094966e+00
2103dcb213151791acf77e718d93f3e1,6.142426e-01,-1.033517e-01
2117484d4ad547ae719b5362fe06bbb,5.016708e-01,4.921915e-01
211cac5d62271583b85f0298cf43349d,5.939017e-01,2.825316e-01
213004db08a787a466cf1b4a8fc3914e,3.180532e-01,-1.273599e-01
213cdfff847f32135ae839ffe09b9d31,5.456084e-01,-2.188712e-02
214d7c0720b860091f21e5fbc0306e3e,1.812597e-01,1.031753e+00
2176fa9f69e5e1dcca8607f540cc62ba,3.710703e-01,1.240639e-01
21827b0be78dd3e17dd9ca9e282b9209,4.387571e-01,1.244867e-01
218caa58819e10d1fe40308d822f996c,2.725420e-01,4.702948e-01
219fa6821c9240e42476c2e017302af2,4.183180e-01,6.417955e-01
21a1049ee5b7f531bc0909d98a1ff2b4,3.675116e-01,4.954620e-01
21adc93a24e86672f054f5e37c7ac323,4.524148e-01,4.778306e-01
21bf3d8201e3e41f93358ca8580664d1,2.685320e-01,-6.558405e-02
21c7cc3e5f27540be6553f96496649c9,6.918697e-01,-5.137842e-02
21e9ae6cdd3ddc27e1c97634acf0214,4.444760e-01,-2.059255e-01
21feae1212b07575f23c3116d040903f,6.551474e-01,1.433203e+00
220a911e2e303865f64801ad2940cdd5,0.000000e+00,0.000000e+00
221c079c90d4d5779e9cd6cd13c91bb9,3.216368e-01,5.915989e-01
2228845a400dbad30fb60bd5470eb25,0.000000e+00,0.000000e+00
2229bc4e646f506679f56e78e8640bfb,3.712051e-01,-2.269507e-02
222c0d99446148babe4274edc10c1c8e,4.206273e-01,6.441044e-01
22393fa9307224ec853c6f214c15e60f,4.859751e-01,-2.609855e+00
223b0ac8399bf9c5ea1bd6f2443b43e7,1.070564e+00,-2.061010e+00
224a8b6776a242f8adcbeb54f3d014e9,6.947320e-01,2.623766e+00
2269715ca42c218fe3921ab5df3d2707,4.055163e-01,-4.034473e-01
226e3f0a844a3b4a77fd7318510b8627,3.696994e-01,4.395884e-01
22795c32b54719dffaa7ec7d870d2e09,2.714414e-01,-1.429577e-01
22829f20e331d563dd455eb19d4d269e,6.300612e-01,-8.379206e-02
22831bc32bd744d3f06dea205edf9704,4.167765e-01,6.158570e-01
228478022f30a2bef1f87579d4dedbb4,5.448480e-01,8.425221e-01
228fcd24cea34febc0909d98a1ff2b4,5.531682e-01,-1.499187e-01
22944fabf8a9763f28132d87f74ffe13,4.824735e-01,3.584164e-01
229c164fe2c80acc1ca2e8373597f711,0.000000e+00,0.000000e+00
229cd78f9ac3e77c8b96ae1a0a8b84ec,3.797292e-01,-9.141249e-02
22acc443fd007fce6e80138ae17d7d07,2.912846e-01,2.672524e-02
22c11b2bab2cf93fc1ccec171a275967,5.317198e-01,8.083744e-01
22ce6f6d1adb08d7bbf3143b1cb6076a,5.318614e-01,2.898215e-01
22ced10a5d20b1c1fca1f1143bb6bc17,4.520642e-01,-1.183004e-01
22d0100fa46f20eb8699933784576e73,4.233275e-01,5.204819e-02
22d0561f06900e165140beb2199de2af,0.000000e+00,0.000000e+00
22d36043ad59ef026edd138a394f7c4d,3.673439e-01,7.288948e-01
22d9a4a9290e8f09112a90660b187a10,4.870876e-01,3.521551e-02
22dd4b6a60e20112185b376619557c95,6.108711e-01,3.154376e-01
22e4e0210f80fae813940713146922c1,4.242074e-01,-6.888581e-01
22eb91041de27ca4936b2c59e7c43ba,6.722722e-01,1.701467e+00
22ed115500e9648c5fabfc69ee61b28b,1.807712e-01,8.201505e-01
2349e4b9a4ccbd97bbf3143b1cb6076a,3.252170e-01,2.395633e-01
23616b4d03c5bac61232236eecec447b,3.214325e-01,-2.302775e-01
236932c4f4b2f557f5c7319b71bdce6e,3.210397e-01,3.874187e-01
237b5aa80b3d3461d1d47c38683a697d,1.462471e+00,-2.147846e-01
23c8d6c73cf78ab23cf128905a10d59d,4.816196e-01,-4.844640e-01
23cb6abc0705de4ba5a118bd15e6e34f,4.214038e-01,6.328532e-01
23d5975dd63000eb4e901b3386f76d65,5.578280e-01,4.036575e-01
23e30666530887e69a6e43b878d5b335,1.215308e+00,3.453957e+00
23eed87ac79f1b152f9c405cf0817830,4.274642e-01,5.468206e-01
23f911351a5801aa46555ee25941a22e,5.359084e-01,-8.378640e-01
23fb92d8cc0f8ac4def547874c3364e3,7.946346e-01,4.074558e-01
240136d2ae7d2dec9fe69c7ccc27d2bf,1.381981e-01,-4.373460e-02
2407711ff7759994101cacf58b339533,1.888333e+00,1.310546e+00
240fd3c1fd804ec1b8cf782e8c539948,4.054171e-01,5.484693e-01
241648add391b8d54d210d9468aedaf2,3.453321e-01,3.119034e-01
2421f54274a5c237e8cef78f8179925b,1.186767e+00,4.106488e+00
2494cb5facfe7b1f85e0a2007a11e92f,5.223127e-01,7.253309e-01
2495267afeb60584c3a35cee92bb95b,4.190585e-01,3.272497e-01
24968851e483feb237678474be485ca,4.406140e-01,5.681322e-01
24bbc1f5225969fb90b1d6deb98feec6,6.452917e-01,4.441698e-01
24bdf389877fb7f21b1f694e36340ebb,3.990191e-01,-2.397805e-01
24c2cc372c63603137678474be485ca,4.645480e-01,5.678438e-01
24c499191b85dd55bf4fc6675b9d12fc,3.406664e-01,4.976228e-01
24cc8816b384723510a7b8c5fa89c603,6.994780e-01,1.916564e+00
24d4c063f7a361bacbc6ff5546f4ec42,3.424056e-01,1.610538e-01
24db19ddb06fcd3f9a6e43b878d5b335,3.881121e-01,5.914046e-01
24e79ed92be932e19bfb78d2af523ae,8.117640e-01,-3.768474e-02
24fbe7a49fd786c5fb5c1b0f759e2bc1,5.166613e-01,1.337222e+00
2502fffc569075b152486b4487d562c1,2.936487e-01,1.422624e-01
